,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled
ew9704_396,,,2880.0,,,4605.189508943118,,,
ew9704_213,,,2880.0,,,67870.88381433315,,,
ew9704_379,,,2880.0,,,42890.8983011085,,,
ew9704_301,,,2880.0,,,46085.198097043314,,,
ew9704_615,,,2880.0,,,2818.0455117333413,,,
ew9704_542,,,2880.0,,,1361.5595823102844,,,
ew9704_789,,,2880.0,,,5724.239755708863,,,
ew9704_363,,,2880.0,,,19388.358106776475,,,
ew9704_146,,,2880.0,,,37531.69104869141,,,
ew9704_643,,,2880.0,,,4111.0466834572,,,
ew9704_699,,,2880.0,,,16606.537544405863,,,
ew9704_221,,,2880.0,,,30123.769136368774,,,
wi933014_48,,,9540.0,,,42746.254729457934,,,
ew9704_835,,,2880.0,,,68474.90080030198,,,
ew9704_210,,,2880.0,,,72999.08250739725,,,
ew9704_584,,,2880.0,,,9656.016565965281,,,
ew9704_671,,,2880.0,,,58585.70457014892,,,
ew9704_872,,,2880.0,,,42123.295912279085,,,
ew9704_716,,,2880.0,,,3497.0029173715902,,,
ew9704_548,,,2880.0,,,2914.703441998545,,,
ew9704_121,,,2880.0,,,33257.53837459816,,,
ew9704_342,,,2880.0,,,3242.031346888452,,,
ew9704_886,,,2880.0,,,62615.24399362172,,,
ew9704_685,,,2880.0,,,45036.62479401066,,,
ew9704_226,,,2880.0,,,33742.56766531829,,,
ew9704_602,,,2880.0,,,21999.710244845715,,,
wi933014_21,,,32700.0,,,159813.15908931362,,,
ew9704_416,,,2880.0,,,2187.533810843306,,,
ew9704_469,,,2880.0,,,18047.909730992207,,,
ew9704_223,,,2880.0,,,58413.95943250607,,,
wi933014_32,,,34380.0,,,181998.548273378,,,
ew9704_448,,,2880.0,,,25553.14681020781,,,
ew9704_876,,,2880.0,,,45802.991546219964,,,
ew9704_621,,,2880.0,,,1631.1216911296249,,,
ew9704_473,,,2880.0,,,1880.9228652757718,,,
wi933014_46,,,6540.0,,,34879.190332224855,,,
ew9704_713,,,2880.0,,,1519.549905120112,,,
ew9704_225,,,2880.0,,,48535.89825522577,,,
ew9704_738,,,2880.0,,,5282.939349470035,,,
ew9704_619,,,2880.0,,,18644.622978465897,,,
ew9704_688,,,2880.0,,,12123.372531860115,,,
ew9704_328,,,2880.0,,,46589.031769136636,,,
ew9704_831,,,2880.0,,,58309.931174207486,,,
ew9704_511,,,2880.0,,,56160.72064118199,,,
ew9704_343,,,2880.0,,,1745.791217726925,,,
ew9704_650,,,2880.0,,,58879.69698009581,,,
ew9704_861,,,2880.0,,,69804.90328278074,,,
ew9704_710,,,2880.0,,,19598.91853852341,,,
ew9704_431,,,2880.0,,,17554.08373578712,,,
ew9704_159,,,2880.0,,,3092.7338424834857,,,
ew9704_346,,,2880.0,,,3742.3137508805708,,,
ew9704_477,,,2880.0,,,39872.66089953536,,,
ew0114_2,,,73260.0,,,976695.9897851937,,,
ew9704_323,,,2880.0,,,57209.934603475675,,,
wi933014_50,,,7020.0,,,37761.6343418253,,,
ew9704_242,,,2880.0,,,32228.340109019056,,,
ew9704_611,,,2880.0,,,4334.1933168454525,,,
index17_90,,,87420.0,,,81889.00763293558,,,
ew9704_832,,,2880.0,,,29455.49807974363,,,
ew9704_243,,,2880.0,,,62901.4519314704,,,
ew9704_329,,,2880.0,,,48953.307665927896,,,
ew9704_791,,,2880.0,,,3885.031474289102,,,
ew9704_324,,,2880.0,,,71913.6091190802,,,
ew9704_192,,,2880.0,,,74012.45540569809,,,
ew9704_605,,,2880.0,,,1683.552232259522,,,
ew9704_353,,,2880.0,,,5088.050997692499,,,
ew9704_788,,,2880.0,,,28821.07845313087,,,
ew9704_118,,,2880.0,,,67426.20040204083,,,
ew9704_795,,,2880.0,,,2481.933483657166,,,
ew9704_131,,,2880.0,,,43215.81830400337,,,
index17_91,,,28920.0,,,21508.624814988667,,,
ew9704_125,,,2880.0,,,55363.80796280814,,,
ew9704_546,,,2880.0,,,3127.3917322474413,,,
ew9704_571,,,2880.0,,,4342.892756612891,,,
ew9704_698,,,2880.0,,,9833.10852005695,,,
ew9704_772,,,2880.0,,,561.0634474321007,,,
ew9704_529,,,2880.0,,,45921.56702043961,,,
ew9704_314,,,2880.0,,,39321.85671914011,,,
ew9704_117,,,2880.0,,,13957.199956921122,,,
ew9704_804,,,2880.0,,,3461.9238495546338,,,
ew9704_800,,,2880.0,,,4050.256934202427,,,
ew9704_839,,,2880.0,,,38338.501418607484,,,
ew9704_893,,,2880.0,,,50684.257068129875,,,
ew9704_786,,,2880.0,,,38205.90213254032,,,
ew9704_614,,,2880.0,,,5150.335074452059,,,
ew9704_843,,,2880.0,,,17421.792129001784,,,
ew9704_361,,,2880.0,,,26514.954948475082,,,
wi933014_19,,,27300.0,,,155288.5652666481,,,
ew9704_526,,,2880.0,,,58393.888168539335,,,
ew9704_436,,,2880.0,,,702.0541122557001,,,
ew9704_663,,,2880.0,,,36902.381767218365,,,
ew9704_856,,,2880.0,,,68696.81599226926,,,
ew9704_518,,,2880.0,,,34488.995742064944,,,
ew9704_537,,,2880.0,,,17016.747328924215,,,
ew9704_369,,,2880.0,,,8915.663174585503,,,
ew9704_344,,,2880.0,,,1739.770118305405,,,
ew9704_873,,,2880.0,,,59966.79221650584,,,
ew9704_678,,,2880.0,,,38652.734087824276,,,
ew9704_616,,,2880.0,,,23147.184420081147,,,
ew9704_142,,,2880.0,,,24499.532324872063,,,
wi933014_17,,,33600.0,,,179921.43587968373,,,
ew9704_122,,,2880.0,,,46019.18620826484,,,
ew9704_384,,,2880.0,,,5237.860677982239,,,
wi933014_22,,,21360.0,,,106860.33102803926,,,
ew9704_299,,,2880.0,,,30087.67074965491,,,
ew9704_130,,,2880.0,,,41479.3095231308,,,
ew9704_607,,,2880.0,,,3092.3821109931014,,,
ew9704_691,,,2880.0,,,9326.60013439218,,,
ew9704_753,,,2880.0,,,2345.935578373381,,,
ew9704_887,,,2880.0,,,61471.025553758314,,,
ew9704_530,,,2880.0,,,48678.551833395126,,,
wi933014_77,,,3840.0,,,19157.981792734176,,,
ew9704_446,,,2880.0,,,1950.9913036720775,,,
wi933014_55,,,6660.0,,,30063.3330699604,,,
ew9704_667,,,2880.0,,,43485.53511371535,,,
ew9704_278,,,2880.0,,,54802.95833199072,,,
ew9704_207,,,2880.0,,,5781.392760232943,,,
ew9704_194,,,2880.0,,,53603.50760527414,,,
ew9704_844,,,2880.0,,,93535.05990744184,,,
wi933014_47,,,7500.0,,,30474.166419163856,,,
ew9704_516,,,2880.0,,,15920.677050627397,,,
ew9704_668,,,2880.0,,,65421.84869184688,,,
ew9704_712,,,2880.0,,,13153.853279054156,,,
ew9704_115,,,2880.0,,,44448.11926283176,,,
ew9704_785,,,2880.0,,,8172.971355788175,,,
ew9704_199,,,2880.0,,,32717.72789133165,,,
ew9704_191,,,2880.0,,,50421.880259602694,,,
ew9704_264,,,2880.0,,,13265.86802919432,,,
ew9704_883,,,2880.0,,,74023.74387072118,,,
ew9704_833,,,2880.0,,,79292.14908653559,,,
ew9704_892,,,2880.0,,,51029.46456244366,,,
ew9704_390,,,2880.0,,,3306.7544376733076,,,
ew9704_776,,,2880.0,,,2748.2436917124023,,,
ew9704_822,,,2880.0,,,2110.9945355504624,,,
ew9704_202,,,2880.0,,,27822.15828787777,,,
ew9704_224,,,2880.0,,,15988.675046524157,,,
wi933014_81,,,192480.0,,,1013050.2405585874,,,
